# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2008-04-08 18:23:17 EDT
#
# Data for the following site(s) are contained in this file
#    USGS 05242300 MISSISSIPPI RIVER AT BRAINERD, MN
#    USGS 05270700 MISSISSIPPI RIVER AT ST. CLOUD, MN
#    USGS 05331000 MISSISSIPPI RIVER AT ST. PAUL, MN
#    USGS 05378500 MISSISSIPPI RIVER AT WINONA, MN
#    USGS 05389500 Mississippi River at McGregor, IA
#    USGS 05420500 Mississippi River at Clinton, IA
#    USGS 05587450 Mississippi River at Grafton, IL
#    USGS 07010000 Mississippi River at St. Louis, MO
#    USGS 07022000 Mississippi River at Thebes, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 05242300
#    DD parameter statistic   Description
#    10   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	10_00060_00003	10_00060_00003_cd
USGS	05389500	1991-10-14	28100	A	26100	A	27100	A
USGS	05389500	1991-10-15	28200	A	27100	A	27600	A
USGS	05389500	1991-10-16	27700	A	25100	A	26100	A
USGS	05389500	1991-10-17	25800	A	24500	A	25200	A
USGS	05389500	1991-10-18	25300	A	23000	A	24400	A
USGS	05389500	1991-10-19	25600	A	22000	A	24400	A
USGS	05389500	1991-10-20	25700	A	23800	A	24800	A
USGS	05389500	1991-10-21	26600	A	24800	A	25600	A
USGS	05389500	1991-10-22	26900	A	25500	A	26400	A
USGS	05389500	1991-10-23	27300	A	25500	A	26500	A
USGS	05389500	1991-10-24	27200	A	24300	A	25400	A
USGS	05389500	1991-10-25	26400	A	25100	A	25900	A
USGS	05389500	1991-10-26	26400	A	25500	A	26000	A
USGS	05389500	1991-10-27	26100	A	25500	A	25700	A
USGS	05389500	1991-10-28	26400	A	25000	A	25700	A
USGS	05389500	1991-10-29	27000	A	25800	A	26400	A
USGS	05389500	1991-10-30	26500	A	26000	A	26300	A
USGS	05389500	1991-10-31	26900	A	25900	A	26300	A
USGS	05389500	1991-11-01	34000	A	26000	A	29300	A
USGS	05389500	1991-11-02	35800	A	33800	A	34800	A
USGS	05389500	1991-11-03	44900	A	35000	A	39500	A
USGS	05389500	1991-11-04	51800	A	44600	A	47400	A
USGS	05389500	1991-11-05	60200	A	52200	A	56100	A
USGS	05389500	1991-11-06	67600	A	60200	A	63600	A
USGS	05389500	1991-11-07	69600	A	66300	A	68200	A
USGS	05389500	1991-11-08	72200	A	69800	A	70600	A
USGS	05389500	1991-11-09	73500	A	70500	A	72200	A
USGS	05389500	1991-11-10	71100	A	66000	A	69000	A
USGS	05389500	1991-11-11	65600	A	57600	A	61400	A
USGS	05389500	1991-11-12	56200	A	49400	A	52500	A
USGS	05389500	1991-11-13	49300	A	42800	A	45600	A
USGS	05389500	1991-11-14	43300	A	38100	A	41200	A
USGS	05389500	1991-11-15	38900	A	37900	A	38200	A
USGS	05389500	1991-11-16	40000	A	38600	A	39300	A
USGS	05389500	1991-11-17	42500	A	40100	A	41300	A
USGS	05389500	1991-11-18	48100	A	42900	A	45800	A
USGS	05389500	1991-11-19	53800	A	48000	A	50600	A
USGS	05389500	1991-11-20	59300	A	53800	A	56600	A
USGS	05389500	1991-11-21	64200	A	59100	A	62000	A
USGS	05389500	1991-11-22	68800	A	64100	A	66600	A
USGS	05389500	1991-11-23	75300	A	68900	A	72100	A
USGS	05389500	1991-11-24	80300	A	75700	A	78000	A
USGS	05389500	1991-11-25	87700	A	80400	A	83900	A
USGS	05389500	1991-11-26	88200	A	86200	A	87400	A
USGS	05389500	1991-11-27	87800	A	86200	A	87100	A
USGS	05389500	1991-11-28	86800	A	86100	A	86500	A
USGS	05389500	1991-11-29	86500	A	84100	A	85500	A
USGS	05389500	1991-11-30	84400	A	80800	A	83000	A
USGS	05389500	1991-12-01	80200	A	73200	A	77600	A
USGS	05389500	1991-12-02	72800	A	56800	A	65800	A
USGS	05389500	1991-12-03	56700	A	46700	A	51500	A
USGS	05389500	1991-12-04	46900	A	38900	A	41400	A
USGS	05389500	1991-12-05	39500	A	38400	A	39000	A
USGS	05389500	1991-12-06	48200	A	39600	A	44400	A
USGS	05389500	1991-12-07	52100	A	47800	A	49800	A
USGS	05389500	1991-12-08	56400	A	50900	A	54000	A
USGS	05389500	1991-12-09	57700	A	54400	A	56300	A
USGS	05389500	1991-12-10	63900	A	57500	A	61000	A
USGS	05389500	1991-12-11	68900	A	63100	A	66100	A
USGS	05389500	1991-12-12	73300	A	69100	A	71200	A
USGS	05389500	1991-12-13	76900	A	73400	A	75000	A
USGS	05389500	1991-12-14	78300	A	76600	A	77700	A
USGS	05389500	1991-12-15	77800	A	75300	A	76700	A
USGS	05389500	1991-12-16	75200	A	69300	A	72400	A
USGS	05389500	1991-12-17	69200	A	65700	A	67300	A
USGS	05389500	1991-12-18	65600	A	60500	A	62600	A
USGS	05389500	1991-12-19	60500	A	55800	A	58200	A
USGS	05389500	1991-12-20	57700	A	56800	A	57200	A
USGS	05389500	1991-12-21	59200	A	56800	A	57900	A
USGS	05389500	1991-12-22	59400	A	58200	A	58800	A
USGS	05389500	1991-12-23	58700	A	57700	A	58100	A
USGS	05389500	1991-12-24	59100	A	58300	A	58700	A
USGS	05389500	1991-12-25	58600	A	57400	A	58000	A
USGS	05389500	1991-12-26	58800	A	57500	A	58200	A
USGS	05389500	1991-12-27	57500	A	56000	A	56500	A
USGS	05389500	1991-12-28	56100	A	54600	A	55200	A
USGS	05389500	1991-12-29	53200	A	51500	A	52500	A
USGS	05389500	1991-12-30	51600	A	48500	A	50100	A
USGS	05389500	1991-12-31	47500	A	44700	A	46000	A
USGS	05389500	1992-01-01	44700	A	42800	A	43600	A
USGS	05389500	1992-01-02	42900	A	42600	A	42700	A
USGS	05389500	1992-01-03	42800	A	41800	A	42200	A
USGS	05389500	1992-01-04	41800	A	41600	A	41700	A
USGS	05389500	1992-01-05	41800	A	41500	A	41600	A
USGS	05389500	1992-01-06	41600	A	41100	A	41300	A
USGS	05389500	1992-01-07	41100	A	40000	A	40500	A
USGS	05389500	1992-01-08	40200	A	38500	A	39200	A
USGS	05389500	1992-01-09	38700	A	38000	A	38400	A
USGS	05389500	1992-01-10	38300	A	36200	A	37000	A
USGS	05389500	1992-01-11	36400	A	36100	A	36200	A
USGS	05389500	1992-01-12	37000	A	36000	A	36600	A
USGS	05389500	1992-01-13	36800	A	36400	A	36600	A
USGS	05389500	1992-01-14	38500	A	31700	A	34800	A
USGS	05389500	1992-01-15	33400	A	30500	A	26000	A
USGS	05389500	1992-01-16	34600	A	33400	A	24000	A
USGS	05389500	1992-01-17	33700	A	33400	A	23500	A
USGS	05389500	1992-01-18	33900	A	33500	A	24000	A
USGS	05389500	1992-01-19	35700	A	33800	A	26000	A
USGS	05389500	1992-01-20	37400	A	35600	A	27000	A
USGS	05389500	1992-01-21	37500	A	36800	A	29000	A
USGS	05389500	1992-01-22	37400	A	36300	A	28000	A
USGS	05389500	1992-01-23	36300	A	34800	A	27000	A
USGS	05389500	1992-01-24	34800	A	33900	A	26000	A
USGS	05389500	1992-01-25	35000	A	34200	A	25000	A
USGS	05389500	1992-01-26	36100	A	35000	A	25500	A
USGS	05389500	1992-01-27	36600	A	36200	A	27000	A
USGS	05389500	1992-01-28	37100	A	36600	A	28000	A
USGS	05389500	1992-01-29	37400	A	36900	A	28000	A
USGS	05389500	1992-01-30	37600	A	37200	A	28000	A
USGS	05389500	1992-01-31	38100	A	37600	A	28000	A
USGS	05389500	1992-02-01	38100	A	37900	A	28000	A
USGS	05389500	1992-02-02	37900	A	37500	A	28000	A
USGS	05389500	1992-02-03	37800	A	36100	A	28000	A
USGS	05389500	1992-02-04	36100	A	34300	A	28000	A
USGS	05389500	1992-02-05	34400	A	34000	A	28000	A
USGS	05389500	1992-02-06	34000	A	31600	A	29000	A
USGS	05389500	1992-02-07	31800	A	31300	A	29000	A
USGS	05389500	1992-02-08	32900	A	31700	A	29000	A
USGS	05389500	1992-02-09	33100	A	32600	A	28000	A
USGS	05389500	1992-02-10	32600	A	30400	A	27000	A
USGS	05389500	1992-02-11	30400	A	29300	A	26500	A
USGS	05389500	1992-02-12	29500	A	28800	A	26000	A
USGS	05389500	1992-02-13	28800	A	28700	A	25000	A
USGS	05389500	1992-02-14	29600	A	28600	A	25000	A
USGS	05389500	1992-02-15	30700	A	29400	A	26000	A
USGS	05389500	1992-02-16	31100	A	30400	A	27000	A
USGS	05389500	1992-02-17	30800	A	30100	A	27500	A
USGS	05389500	1992-02-18	30600	A	29900	A	28000	A
USGS	05389500	1992-02-19	30600	A	30300	A	29000	A
USGS	05389500	1992-02-20	31600	A	30000	A	29500	A
USGS	05389500	1992-02-21	30000	A	27700	A	28800	A
USGS	05389500	1992-02-22	28100	A	27800	A	28000	A
USGS	05389500	1992-02-23	28100	A	27700	A	27800	A
USGS	05389500	1992-02-24	28100	A	27600	A	27800	A
USGS	05389500	1992-02-25	29100	A	27800	A	28500	A
USGS	05389500	1992-02-26	29500	A	29200	A	29300	A
USGS	05389500	1992-02-27	29700	A	28400	A	29300	A
USGS	05389500	1992-02-28	30300	A	29700	A	30100	A
USGS	05389500	1992-02-29	32300	A	30100	A	31300	A
USGS	05389500	1992-03-01	37800	A	32900	A	35800	A
USGS	05389500	1992-03-02	41500	A	38500	A	40100	A
USGS	05389500	1992-03-03	44700	A	41300	A	43200	A
USGS	05389500	1992-03-04	48400	A	44600	A	46800	A
USGS	05389500	1992-03-05	52200	A	48400	A	50700	A
USGS	05389500	1992-03-06	55100	A	52200	A	54000	A
USGS	05389500	1992-03-07	58800	A	55100	A	56400	A
USGS	05389500	1992-03-08	64700	A	59100	A	61900	A
USGS	05389500	1992-03-09	74700	A	64800	A	71100	A
USGS	05389500	1992-03-10	76700	A	73300	A	74900	A
USGS	05389500	1992-03-11	84300	A	77000	A	80000	A
USGS	05389500	1992-03-12	94800	A	84900	A	89700	A
USGS	05389500	1992-03-13	101000	A	95300	A	98100	A
USGS	05389500	1992-03-14	105000	A	102000	A	103000	A
USGS	05389500	1992-03-15	106000	A	105000	A	106000	A
USGS	05389500	1992-03-16	107000	A	106000	A	106000	A
USGS	05389500	1992-03-17	107000	A	105000	A	106000	A
USGS	05389500	1992-03-18	105000	A	104000	A	104000	A
USGS	05389500	1992-03-19	104000	A	101000	A	103000	A
USGS	05389500	1992-03-20	102000	A	100000	A	101000	A
USGS	05389500	1992-03-21	100000	A	98000	A	98900	A
USGS	05389500	1992-03-22	97800	A	94600	A	96300	A
USGS	05389500	1992-03-23	94500	A	91400	A	92800	A
USGS	05389500	1992-03-24	91300	A	89100	A	90400	A
USGS	05389500	1992-03-25	89200	A	86000	A	88000	A
USGS	05389500	1992-03-26	86800	A	84200	A	85900	A
USGS	05389500	1992-03-27	84100	A	82000	A	83000	A
USGS	05389500	1992-03-28	81900	A	79500	A	80800	A
USGS	05389500	1992-03-29	80500	A	80000	A	80400	A
USGS	05389500	1992-03-30	80500	A	79400	A	80000	A
USGS	05389500	1992-03-31	80700	A	79300	A	79900	A
USGS	05389500	1992-04-01	79800	A	79200	A	79600	A
USGS	05389500	1992-04-02	79400	A	78200	A	78700	A
USGS	05389500	1992-04-03	78600	A	76800	A	77600	A
USGS	05389500	1992-04-04	77100	A	74800	A	76100	A
USGS	05389500	1992-04-05	75000	A	72900	A	74200	A
USGS	05389500	1992-04-06	73100	A	67600	A	71600	A
USGS	05389500	1992-04-07	69300	A	67700	A	68400	A
USGS	05389500	1992-04-08	67900	A	66900	A	67400	A
USGS	05389500	1992-04-09	66900	A	63200	A	64800	A
USGS	05389500	1992-04-10	63200	A	60600	A	61800	A
USGS	05389500	1992-04-11	61400	A	60300	A	60900	A
USGS	05389500	1992-04-12	61500	A	61000	A	61200	A
USGS	05389500	1992-04-13	62300	A	60400	A	61300	A
USGS	05389500	1992-04-14	62000	A	59100	A	60000	A
USGS	05389500	1992-04-15	59700	A	58800	A	59200	A
USGS	05389500	1992-04-16	60400	A	59100	A	59800	A
USGS	05389500	1992-04-17	60100	A	59300	A	59700	A
USGS	05389500	1992-04-18	59700	A	58900	A	59400	A
USGS	05389500	1992-04-19	64700	A	59600	A	61600	A
USGS	05389500	1992-04-20	70600	A	64600	A	68000	A
USGS	05389500	1992-04-21	78000	A	70300	A	74400	A
USGS	05389500	1992-04-22	86600	A	74700	A	81700	A
USGS	05389500	1992-04-23	87300	A	85800	A	86300	A
USGS	05389500	1992-04-24	89500	A	87500	A	88300	A
USGS	05389500	1992-04-25	94500	A	89200	A	91800	A
USGS	05389500	1992-04-26	100000	A	94600	A	97400	A
USGS	05389500	1992-04-27	103000	A	99400	A	102000	A
USGS	05389500	1992-04-28	105000	A	103000	A	104000	A
USGS	05389500	1992-04-29	105000	A	103000	A	105000	A
USGS	05389500	1992-04-30	105000	A	103000	A	104000	A
USGS	05389500	1992-05-01	104000	A	99500	A	102000	A
USGS	05389500	1992-05-02	99600	A	95400	A	98300	A
USGS	05389500	1992-05-03	97100	A	92600	A	94900	A
USGS	05389500	1992-05-04	93100	A	89600	A	91700	A
USGS	05389500	1992-05-05	89600	A	86000	A	88000	A
USGS	05389500	1992-05-06	86000	A	81800	A	84300	A
USGS	05389500	1992-05-07	82100	A	78500	A	80400	A
USGS	05389500	1992-05-08	78500	A	74000	A	76400	A
USGS	05389500	1992-05-09	73900	A	65400	A	69000	A
USGS	05389500	1992-05-10	65200	A	61100	A	63200	A
USGS	05389500	1992-05-11	61300	A	53400	A	57500	A
USGS	05389500	1992-05-12	52600	A	47500	A	49200	A
USGS	05389500	1992-05-13	47500	A	41800	A	44300	A
USGS	05389500	1992-05-14	41900	A	41000	A	41400	A
USGS	05389500	1992-05-15	41600	A	39400	A	40600	A
USGS	05389500	1992-05-16	40000	A	38200	A	39200	A
USGS	05389500	1992-05-17	40800	A	38300	A	39700	A
USGS	05389500	1992-05-18	43100	A	40500	A	41900	A
USGS	05389500	1992-05-19	43300	A	42600	A	42800	A
USGS	05389500	1992-05-20	44100	A	42500	A	43400	A
USGS	05389500	1992-05-21	46300	A	43900	A	44400	A
USGS	05389500	1992-05-22	46200	A	44500	A	45400	A
USGS	05389500	1992-05-23	46600	A	45900	A	46300	A
USGS	05389500	1992-05-24	46400	A	43000	A	44500	A
USGS	05389500	1992-05-25	43200	A	36700	A	39900	A
USGS	05389500	1992-05-26	37400	A	34500	A	35800	A
USGS	05389500	1992-05-27	34800	A	32800	A	33900	A
USGS	05389500	1992-05-28	33600	A	33000	A	33200	A
USGS	05389500	1992-05-29	34300	A	33300	A	33600	A
USGS	05389500	1992-05-30	34000	A	32500	A	33400	A
USGS	05389500	1992-05-31	33800	A	31700	A	32700	A
USGS	05389500	1992-06-01	32300	A	30900	A	31600	A
USGS	05389500	1992-06-02	31900	A	27700	A	30400	A
USGS	05389500	1992-06-03	31000	A	30000	A	30600	A
USGS	05389500	1992-06-04	31100	A	28600	A	29600	A
USGS	05389500	1992-06-05	29700	A	26300	A	27500	A
USGS	05389500	1992-06-06	27600	A	25900	A	26400	A
USGS	05389500	1992-06-07	26900	A	25500	A	26100	A
USGS	05389500	1992-06-08	26800	A	24500	A	25400	A
USGS	05389500	1992-06-09	26100	A	20900	A	22900	A
USGS	05389500	1992-06-10	21500	A	17000	A	18900	A
USGS	05389500	1992-06-11	17800	A	14900	A	16300	A
USGS	05389500	1992-06-12	17400	A	15700	A	16300	A
USGS	05389500	1992-06-13	23300	A	16900	A	20000	A
USGS	05389500	1992-06-14	28400	A	24100	A	26900	A
USGS	05389500	1992-06-15	27400	A	24900	A	26100	A
USGS	05389500	1992-06-16	26200	A	22400	A	24500	A
USGS	05389500	1992-06-17	25200	A	22400	A	23800	A
USGS	05389500	1992-06-18	25100	A	23300	A	23900	A
USGS	05389500	1992-06-19	32500	A	24300	A	28100	A
USGS	05389500	1992-06-20	37000	A	32400	A	35500	A
USGS	05389500	1992-06-21	38700	A	37200	A	38100	A
USGS	05389500	1992-06-22	40000	A	36800	A	39100	A
USGS	05389500	1992-06-23	40600	A	39000	A	40000	A
USGS	05389500	1992-06-24	39900	A	38700	A	39200	A
USGS	05389500	1992-06-25	38800	A	38000	A	38400	A
USGS	05389500	1992-06-26	38400	A	37600	A	38000	A
USGS	05389500	1992-06-27	38200	A	37900	A	38000	A
USGS	05389500	1992-06-28	38300	A	37700	A	38100	A
USGS	05389500	1992-06-29	38200	A	37700	A	38000	A
USGS	05389500	1992-06-30	38600	A	37900	A	38100	A
USGS	05389500	1992-07-01	38300	A	37100	A	37600	A
USGS	05389500	1992-07-02	37600	A	37000	A	37300	A
USGS	05389500	1992-07-03	38800	A	37000	A	38100	A
USGS	05389500	1992-07-04	39700	A	38200	A	38900	A
USGS	05389500	1992-07-05	41200	A	39100	A	40300	A
USGS	05389500	1992-07-06	41600	A	41000	A	41200	A
USGS	05389500	1992-07-07	41500	A	41000	A	41200	A
USGS	05389500	1992-07-08	43600	A	41200	A	42700	A
USGS	05389500	1992-07-09	47300	A	43500	A	46000	A
USGS	05389500	1992-07-10	50100	A	47200	A	48800	A
USGS	05389500	1992-07-11	52200	A	49800	A	50700	A
USGS	05389500	1992-07-12	55900	A	51800	A	53700	A
USGS	05389500	1992-07-13	57200	A	55300	A	55800	A
USGS	05389500	1992-07-14	59100	A	57000	A	58100	A
USGS	05389500	1992-07-15	58800	A	58300	A	58600	A
USGS	05389500	1992-07-16	58900	A	58400	A	58700	A
USGS	05389500	1992-07-17	59400	A	58700	A	59100	A
USGS	05389500	1992-07-18	59800	A	59200	A	59500	A
USGS	05389500	1992-07-19	59900	A	59300	A	59600	A
USGS	05389500	1992-07-20	59500	A	56500	A	57900	A
USGS	05389500	1992-07-21	56400	A	50900	A	53400	A
USGS	05389500	1992-07-22	50700	A	47500	A	48700	A
USGS	05389500	1992-07-23	47600	A	44600	A	46100	A
USGS	05389500	1992-07-24	44600	A	42200	A	43100	A
USGS	05389500	1992-07-25	42900	A	42400	A	42600	A
USGS	05389500	1992-07-26	42700	A	42300	A	42600	A
USGS	05389500	1992-07-27	42400	A	39100	A	40300	A
USGS	05389500	1992-07-28	39200	A	36200	A	37700	A
USGS	05389500	1992-07-29	36400	A	34100	A	35100	A
USGS	05389500	1992-07-30	34400	A	31900	A	32800	A
USGS	05389500	1992-07-31	32400	A	31000	A	31800	A
USGS	05389500	1992-08-01	31600	A	30300	A	30800	A
USGS	05389500	1992-08-02	31400	A	29800	A	30700	A
USGS	05389500	1992-08-03	31300	A	30100	A	30600	A
USGS	05389500	1992-08-04	30600	A	28200	A	29300	A
USGS	05389500	1992-08-05	28900	A	25900	A	27200	A
USGS	05389500	1992-08-06	26800	A	24600	A	25400	A
USGS	05389500	1992-08-07	25800	A	22200	A	23500	A
USGS	05389500	1992-08-08	25400	A	22200	A	23800	A
USGS	05389500	1992-08-09	28100	A	24700	A	26600	A
USGS	05389500	1992-08-10	28900	A	27600	A	28400	A
USGS	05389500	1992-08-11	29900	A	28700	A	29200	A
USGS	05389500	1992-08-12	29900	A	29000	A	29300	A
USGS	05389500	1992-08-13	30900	A	29400	A	30200	A
USGS	05389500	1992-08-14	31600	A	30500	A	31000	A
USGS	05389500	1992-08-15	31700	A	31000	A	31200	A
USGS	05389500	1992-08-16	31500	A	31000	A	31300	A
USGS	05389500	1992-08-17	32100	A	30700	A	31400	A
USGS	05389500	1992-08-18	31300	A	27800	A	29700	A
USGS	05389500	1992-08-19	29100	A	25200	A	27300	A
USGS	05389500	1992-08-20	25500	A	20900	A	22700	A
USGS	05389500	1992-08-21	22800	A	18100	A	19600	A
USGS	05389500	1992-08-22	18500	A	14100	A	16100	A
USGS	05389500	1992-08-23	17200	A	14300	A	15300	A
USGS	05389500	1992-08-24	20300	A	15200	A	17800	A
USGS	05389500	1992-08-25	24600	A	19000	A	21500	A
USGS	05389500	1992-08-26	24400	A	22200	A	23300	A
USGS	05389500	1992-08-27	24000	A	21700	A	22700	A
USGS	05389500	1992-08-28	22400	A	20000	A	21100	A
USGS	05389500	1992-08-29	22500	A	20000	A	20700	A
USGS	05389500	1992-08-30	22200	A	20000	A	20900	A
USGS	05389500	1992-08-31	24000	A	21600	A	22900	A
USGS	05389500	1992-09-01	24500	A	19100	A	23500	A
USGS	05389500	1992-09-02	24900	A	22700	A	23600	A
USGS	05389500	1992-09-03	24500	A	22400	A	23800	A
USGS	05389500	1992-09-04	24900	A	24000	A	24500	A
USGS	05389500	1992-09-05	27300	A	23400	A	26000	A
USGS	05389500	1992-09-06	29600	A	26100	A	28400	A
USGS	05389500	1992-09-07	29900	A	29000	A	29300	A
USGS	05389500	1992-09-08	32500	A	29200	A	31200	A
USGS	05389500	1992-09-09	34000	A	32100	A	33200	A
USGS	05389500	1992-09-10	34200	A	33600	A	33900	A
USGS	05389500	1992-09-11	34800	A	33800	A	34400	A
USGS	05389500	1992-09-12	34800	A	32700	A	33900	A
USGS	05389500	1992-09-13	32900	A	28800	A	31100	A
USGS	05389500	1992-09-14	29000	A	27800	A	28400	A
USGS	05389500	1992-09-15	29800	A	28000	A	28900	A
USGS	05389500	1992-09-16	35400	A	29100	A	32400	A
USGS	05389500	1992-09-17	43200	A	35900	A	39500	A
USGS	05389500	1992-09-18	52600	A	43500	A	48100	A
USGS	05389500	1992-09-19	61300	A	52700	A	56700	A
USGS	05389500	1992-09-20	70700	A	61600	A	65200	A
USGS	05389500	1992-09-21	80200	A	71000	A	76500	A
USGS	05389500	1992-09-22	80000	A	77500	A	78700	A
USGS	05389500	1992-09-23	77500	A	71900	A	75100	A
USGS	05389500	1992-09-24	71700	A	57600	A	64200	A
USGS	05389500	1992-09-25	57200	A	45300	A	52500	A
USGS	05389500	1992-09-26	45400	A	37600	A	42500	A
USGS	05389500	1992-09-27	37100	A	31400	A	34400	A
USGS	05389500	1992-09-28	31500	A	28100	A	29700	A
USGS	05389500	1992-09-29	28000	A	24500	A	25900	A
USGS	05389500	1992-09-30	24700	A	16600	A	20700	A
USGS	05389500	1992-10-01	17000	A	15400	A	16300	A
USGS	05389500	1992-10-02	19500	A	16000	A	17800	A
USGS	05389500	1992-10-03	22800	A	18500	A	20700	A
USGS	05389500	1992-10-04	24200	A	22000	A	23200	A
USGS	05389500	1992-10-05	25400	A	23900	A	24600	A
USGS	05389500	1992-10-06	25000	A	23800	A	24300	A
USGS	05389500	1992-10-07	24500	A	22900	A	23500	A
USGS	05389500	1992-10-08	24900	A	22600	A	23200	A
USGS	05389500	1992-10-09	27600	A	23000	A	24600	A
USGS	05389500	1992-10-10	33400	A	27500	A	29800	A
USGS	05389500	1992-10-11	37300	A	33300	A	35400	A
USGS	05389500	1992-10-12	42100	A	37200	A	39500	A
USGS	05389500	1992-10-13	43400	A	42000	A	42700	A
USGS	05389500	1992-10-14	44200	A	43000	A	43700	A
USGS	05389500	1992-10-15	44200	A	43300	A	43700	A
USGS	05389500	1992-10-16	44000	A	42800	A	43400	A
USGS	05389500	1992-10-17	42800	A	41700	A	42200	A
USGS	05389500	1992-10-18	42100	A	41300	A	41600	A
USGS	05389500	1992-10-19	41600	A	38900	A	40100	A
USGS	05389500	1992-10-20	39000	A	36900	A	37900	A
USGS	05389500	1992-10-21	37000	A	35900	A	36300	A
USGS	05389500	1992-10-22	36000	A	33600	A	35100	A
USGS	05389500	1992-10-23	34800	A	32200	A	33500	A
USGS	05389500	1992-10-24	33100	A	32500	A	32700	A
USGS	05389500	1992-10-25	32700	A	31900	A	32400	A
USGS	05389500	1992-10-26	32000	A	30400	A	31300	A
USGS	05389500	1992-10-27	30900	A	30300	A	30400	A
USGS	05389500	1992-10-28	31200	A	28600	A	29500	A
USGS	05389500	1992-10-29	28800	A	26900	A	27900	A
USGS	05389500	1992-10-30	28600	A	26200	A	27000	A
USGS	05389500	1992-10-31	27200	A	26200	A	26700	A
USGS	05389500	1992-11-01	26500	A	25800	A	26100	A
USGS	05389500	1992-11-02	29600	A	25900	A	27800	A
USGS	05389500	1992-11-03	31800	A	29000	A	30600	A
USGS	05389500	1992-11-04	33800	A	31400	A	32800	A
USGS	05389500	1992-11-05	35000	A	33200	A	34200	A
USGS	05389500	1992-11-06	38000	A	35000	A	36500	A
USGS	05389500	1992-11-07	40100	A	37500	A	38800	A
USGS	05389500	1992-11-08	42900	A	39700	A	41000	A
USGS	05389500	1992-11-09	44000	A	42900	A	43600	A
USGS	05389500	1992-11-10	43800	A	42400	A	43500	A
USGS	05389500	1992-11-11	42400	A	39600	A	41000	A
USGS	05389500	1992-11-12	39900	A	37800	A	38400	A
USGS	05389500	1992-11-13	38100	A	37500	A	37700	A
USGS	05389500	1992-11-14	38100	A	37500	A	37700	A
USGS	05389500	1992-11-15	38300	A	37800	A	38000	A
USGS	05389500	1992-11-16	39100	A	38100	A	38500	A
USGS	05389500	1992-11-17	40000	A	38800	A	39400	A
USGS	05389500	1992-11-18	40400	A	39500	A	40100	A
USGS	05389500	1992-11-19	40500	A	39600	A	40200	A
USGS	05389500	1992-11-20	42400	A	40000	A	41200	A
USGS	05389500	1992-11-21	45700	A	42400	A	44100	A
USGS	05389500	1992-11-22	45800	A	45200	A	45500	A
USGS	05389500	1992-11-23	45800	A	44900	A	45200	A
USGS	05389500	1992-11-24	46400	A	44800	A	45700	A
USGS	05389500	1992-11-25	50300	A	46300	A	48100	A
USGS	05389500	1992-11-26	54200	A	50300	A	52400	A
USGS	05389500	1992-11-27	58100	A	54100	A	56400	A
USGS	05389500	1992-11-28	58400	A	56900	A	57900	A
USGS	05389500	1992-11-29	56900	A	50500	A	53000	A
USGS	05389500	1992-11-30	50500	A	45700	A	47800	A
USGS	05389500	1992-12-01	45700	A	40700	A	42700	A
USGS	05389500	1992-12-02	41000	A	36400	A	38900	A
USGS	05389500	1992-12-03	36500	A	35600	A	36000	A
USGS	05389500	1992-12-04	36100	A	32800	A	32000	Ae
USGS	05389500	1992-12-05	33000	A	30900	A	28000	Ae
USGS	05389500	1992-12-06	33200	A	26500	A	25500	Ae
USGS	05389500	1992-12-07	26600	A	22500	A	19500	Ae
USGS	05389500	1992-12-08	22500	A	20600	A	18000	Ae
USGS	05389500	1992-12-09	23800	A	20700	A	16500	Ae
USGS	05389500	1992-12-10	26600	A	23700	A	19500	Ae
USGS	05389500	1992-12-11	30200	A	26500	A	22000	Ae
USGS	05389500	1992-12-12	32800	A	30100	A	26000	Ae
USGS	05389500	1992-12-13	36100	A	32700	A	28500	Ae
USGS	05389500	1992-12-14	37800	A	36000	A	31000	Ae
USGS	05389500	1992-12-15	41300	A	37500	A	33000	Ae
USGS	05389500	1992-12-16	43700	A	41300	A	37000	Ae
USGS	05389500	1992-12-17	43200	A	41500	A	42300	A
USGS	05389500	1992-12-18	41600	A	39000	A	40200	A
USGS	05389500	1992-12-19	39000	A	36100	A	37900	A
USGS	05389500	1992-12-20	36100	A	27300	A	27000	Ae
USGS	05389500	1992-12-21	29200	A	25000	A	22500	Ae
USGS	05389500	1992-12-22	26500	A	22800	A	19500	Ae
USGS	05389500	1992-12-23	23000	A	20200	A	16000	Ae
USGS	05389500	1992-12-24	22300	A	21500	A	13500	Ae
USGS	05389500	1992-12-25	21700	A	20900	A	14000	Ae
USGS	05389500	1992-12-26	24100	A	20900	A	14500	Ae
USGS	05389500	1992-12-27	27100	A	24100	A	17000	Ae
